Accession	ID	Name	TFs	EnsemblID
M08766	GLI3_03	gli3	GLI3	ENSG00000106571
M08767	HES1_03	HES-1	HES1	ENSG00000114315
M08768	HOXA10_05	HOXA10	HOXA10	ENSG00000253293
M08770	HOXA3_08	HOXA3	HOXA3	ENSG00000105997
M08771	HOXA4_03	HOXA4	HOXA4	ENSG00000197576
M08772	HOXA6_03	HOXA6	HOXA6	ENSG00000106006
M08773	HOXA7_08	HOXA7	HOXA7	ENSG00000122592
M08774	HOXD4_01	HOXD4	HOXD4	ENSG00000170166
M08775	IRF2_03	IRF-2	IRF2	ENSG00000168310
M08776	JUN_05	c-Jun	JUN	ENSG00000177606
M08778	NR1D2_01	REVERB-beta	NR1D2	ENSG00000174738
M08779	NR1I2_01	PXR	NR1I2	ENSG00000144852
M08780	POU5F1_06	Oct3	POU5F1	ENSG00000204531
M08782	RORB_01	RORbeta	RORB	ENSG00000198963
M08784	SOX17_09	Sox-17	SOX17	ENSG00000164736
M08785	SOX6_02	Sox-6	SOX6	ENSG00000110693
M08786	TBX3_04	Tbx3	TBX3	ENSG00000135111
M08787	TCF15_01	EC2	TCF15	ENSG00000125878
M08788	PAX3_03	Pax-3	PAX3	ENSG00000135903
M08792	PRDM16_03	MEL1	PRDM16	ENSG00000142611
M08793	PRDM16_04	MEL1	PRDM16	ENSG00000142611
M08794	PRDM16_05	MEL1	PRDM16	ENSG00000142611
M08796	THAP1_04	THAP1	THAP1	ENSG00000131931
M08800	ARNT_Q6_01	ARNT	ARNT;ARNTL	ENSG00000143437;ENSG00000133794
M08801	CEBPE_Q6_01	C/EBPepsilon	CEBPE	ENSG00000092067
M08802	CHREB_Q6_01	ChREBP	MLXIPL	ENSG00000009950
M08803	CREM_Q6_01	CREM	CREM	ENSG00000095794
M08805	EAR2_Q4	EAR2	NR2F6	ENSG00000160113
M08806	EGR2_Q4	Egr-2	EGR2	ENSG00000122877
M08809	ERR2_Q3	ERR2	ESRRB	ENSG00000119715
M08811	FOXL2_Q5	FOXL2	FOXL2	ENSG00000183770
M08816	HOXD10_Q6	HOXD10	HOXD10	ENSG00000128710
M08817	HOXD13_Q6	HOXD13	HOXD13	ENSG00000128714
M08818	KLF8_Q5_01	KLF8	KLF8	ENSG00000102349
M08819	LKLF_Q6	LKLF	KLF2	ENSG00000127528
M08820	MASH1_Q6_02	MASH-1	ASCL1	ENSG00000139352
M08822	MSX1_Q5_01	Msx-1	MSX1	ENSG00000163132
M08824	NET_Q6_01	NET	ELK3	ENSG00000111145
M08825	NF1B_Q6_01	NF-1B	NFIB	ENSG00000147862
M08826	NFE4_Q5_01	NF-E4	NFE4	ENSG00000230257
M08829	SMAD5_Q5_01	SMAD5	SMAD5	ENSG00000113658
M08831	TBX2_Q5	TBX2	TBX2	ENSG00000121068
M08835	ZNF515_Q6_01	ZNF515	GLIS3	ENSG00000107249
M08836	POU2F2_09	OCT-2	POU2F2	ENSG00000028277
M08838	SOX9_09	Sox-9	SOX9	ENSG00000125398
M08840	FANK1_01	FANK1	FANK1	ENSG00000203780
M08865	AML1_Q4_02	AML1	RUNX1	ENSG00000159216
M08866	AML_Q4	AML	RUNX1;RUNX2;RUNX3	ENSG00000159216;ENSG00000124813;ENSG00000020633
M08867	AP2_Q4	AP2	TFAP2A;TFAP2B;TFAP2C;TFAP2E	ENSG00000137203;ENSG00000008196;ENSG00000087510;ENSG00000116819
M08868	ARNTLIKE_Q6	ARNTLIKE	ARNT;ARNTL;ARNTL2;CLOCK	ENSG00000143437;ENSG00000133794;ENSG00000029153;ENSG00000134852
M08869	CLOCKBMAL_Q6_01	CLOCKBMAL	ARNTL;ARNTL2;CLOCK	ENSG00000133794;ENSG00000029153;ENSG00000134852
M08870	DEC1_Q3	DEC1	BHLHE40	ENSG00000134107
M08871	DEC2_Q3	DEC2	BHLHE41	ENSG00000123095
M08872	DEC_Q3	DEC	BHLHE40;BHLHE41	ENSG00000134107;ENSG00000123095
M08873	DLX2_Q6	DLX2	DLX2	ENSG00000115844
M08874	E2F1_Q4_02	E2F1	E2F1	ENSG00000101412
M08875	E2F_Q4_03	E2F	E2F1;E2F2;E2F3;E2F4;E2F5;E2F6;E2F7	ENSG00000101412;ENSG00000007968;ENSG00000112242;ENSG00000205250;ENSG00000133740;ENSG00000169016;ENSG00000165891
M08877	EGR3_Q6	EGR3	EGR3	ENSG00000179388
M08878	EGR_Q3	EGR	EGR1;EGR2;EGR3;EGR4	ENSG00000120738;ENSG00000122877;ENSG00000179388;ENSG00000135625
M08879	ER71_Q2_01	ER71	ETV2	ENSG00000105672
M08880	ERG_Q3_02	ERG	ERG	ENSG00000157554
M08881	ETSLIKE_Q4	ETSLIKE	ERF;ERG;ETS1;ETS2;ETV2;FEV;FLI1;GABPA;RUNX2	ENSG00000105722;ENSG00000157554;ENSG00000134954;ENSG00000157557;ENSG00000105672;ENSG00000163497;ENSG00000151702;ENSG00000154727;ENSG00000124813
M08882	FKHL14_Q2	FKHL14	FOXC2	ENSG00000176692
M08883	FOXM1_Q3_02	FOXM1	FOXM1	ENSG00000111206
M08884	GCM_Q4	GCM	GCM1;GCM2	ENSG00000137270;ENSG00000124827
M08885	HAIRYLIKE_Q3	HAIRYLIKE	BHLHE40;BHLHE41;HELT;HEY1;HEY2	ENSG00000134107;ENSG00000123095;ENSG00000187821;ENSG00000164683;ENSG00000135547
M08886	IRF4_Q5_01	IRF4	IRF4	ENSG00000137265
M08887	IRF_Q4	IRF	IRF1;IRF2;IRF3;IRF4;IRF5;IRF6;IRF7;IRF8;IRF9	ENSG00000125347;ENSG00000168310;ENSG00000126456;ENSG00000137265;ENSG00000128604;ENSG00000117595;ENSG00000185507;ENSG00000140968;ENSG00000213928
M08888	MAFB_Q4_01	MAFB	MAFB	ENSG00000204103
M08890	MYB_Q5_02	MYB	MYB;MYBL1;MYBL2	ENSG00000118513;ENSG00000185697;ENSG00000101057
M08891	NFKB1_Q4	NFKAPPAB	NFKB1;RELA	ENSG00000109320;ENSG00000173039
M08892	CRX_Q6	CRX	CRX;OTX1;OTX2	ENSG00000105392;ENSG00000115507;ENSG00000165588
M08894	OVOL_Q6	OVOL	OVOL1;OVOL2	ENSG00000172818;ENSG00000125850
M08895	PITX_Q4	PITX	PITX1;PITX2;PITX3	ENSG00000069011;ENSG00000164093;ENSG00000107859
M08896	SIP1_Q6	SIP1	ZEB2	ENSG00000169554
M08897	SMAD_Q4	SMAD	SMAD1;SMAD2;SMAD3;SMAD4;SMAD5;SMAD6;SMAD9	ENSG00000170365;ENSG00000175387;ENSG00000166949;ENSG00000141646;ENSG00000113658;ENSG00000137834;ENSG00000120693
M08899	SOX_Q4	SOX	HBP1;SOX1;SOX10;SOX11;SOX13;SOX15;SOX17;SOX18;SOX2;SOX21;SOX3;SOX30;SOX4;SOX5;SOX6;SOX7;SOX8;SOX9;SRY	ENSG00000105856;ENSG00000182968;ENSG00000100146;ENSG00000176887;ENSG00000143842;ENSG00000129194;ENSG00000164736;ENSG00000203883;ENSG00000181449;ENSG00000125285;ENSG00000134595;ENSG00000039600;ENSG00000124766;ENSG00000134532;ENSG00000110693;ENSG00000171056;ENSG00000005513;ENSG00000125398;ENSG00000184895
M08900	TBX2RELATED_Q6	TBX2RELATED	TBX2;TBX3;TBX4;TBX5	ENSG00000121068;ENSG00000135111;ENSG00000121075;ENSG00000089225
M08901	TCF3_Q6_01	TCF3	FOXA1;FOXA2;TCF3	ENSG00000129514;ENSG00000125798;ENSG00000071564
M08902	TCF7RELATED_Q4	TCF7RELATED	FOXA1;FOXA2;HNF1A;LEF1;TCF3	ENSG00000129514;ENSG00000125798;ENSG00000135100;ENSG00000138795;ENSG00000071564
M08903	TEF5_Q6_01	TEF5	TEAD3	ENSG00000007866
M08904	TFIIB_Q6_02	TFIIB	GTF2B	ENSG00000137947
M08905	TIEG1_Q6	TIEG1	KLF10	ENSG00000155090
M08906	TR4_Q3	TR4	NR2C2	ENSG00000177463
M08907	AR_13	AR	AR	ENSG00000169083
M08908	AR_14_H	AR	AR	ENSG00000169083
M08909	BMAL1CLOCK_01	BMAL1:CLOCK	ARNTL;CLOCK	ENSG00000133794;ENSG00000134852
M08910	CEBPB_08	C/EBPBETA	CEBPB	ENSG00000172216
M08911	CTCF_15	CTCF	CTCF	ENSG00000102974
M08912	EN1_09	EN-1	EN1	ENSG00000163064
M08913	FLI1_06	FLI-1	FLI1	ENSG00000151702
M08914	FRA2_01	FRA-2	FOSL2	ENSG00000075426
M08915	FRA2_02	FRA-2	FOSL2	ENSG00000075426
M08916	FOXP2_02	FOXP2	FOXP2	ENSG00000128573
M08917	GABPA_11	GABP-ALPHA	GABPA	ENSG00000154727
M08918	GATA3_11	GATA-3	GATA3	ENSG00000107485
M08919	GCMA_01	GCMA	GCM1	ENSG00000137270
M08920	JUNBFOSB_01	JUNB:FOSB	FOSB;JUNB	ENSG00000125740;ENSG00000171223
M08921	JUNBFOSB_02	JUNB:FOSB	FOSB;JUNB	ENSG00000125740;ENSG00000171223
M08922	JUNBFRA1_01	JUNB:FRA-1	FOSL1;JUNB	ENSG00000175592;ENSG00000171223
M08923	JUNBFRA2_01	JUNB:FRA-2	FOSL2;JUNB	ENSG00000075426;ENSG00000171223
M08924	JUNBFRA2_02	JUNB:FRA-2	FOSL2;JUNB	ENSG00000075426;ENSG00000171223
M08925	JUNBFOS_01	JUNB:C-FOS	FOS;JUNB	ENSG00000170345;ENSG00000171223
M08926	JUNB_02	JUNB	JUNB	ENSG00000171223
M08927	JUNB_03	JUNB	JUNB	ENSG00000171223
M08928	FOSBJUND_01	FOSB:JUND	FOSB;JUND	ENSG00000125740;ENSG00000130522
M08929	JUNDFRA1_01	JUND:FRA-1	FOSL1;JUND	ENSG00000175592;ENSG00000130522
M08930	JUNDFRA1_02	JUND:FRA-1	FOSL1;JUND	ENSG00000175592;ENSG00000130522
M08931	JUNDFRA2_01	JUND:FRA-2	FOSL2;JUND	ENSG00000075426;ENSG00000130522
M08932	JUNDFRA2_02	JUND:FRA-2	FOSL2;JUND	ENSG00000075426;ENSG00000130522
M08933	JUNDFOS_01	JUND:C-FOS	FOS;JUND	ENSG00000170345;ENSG00000130522
M08934	JUND_06	JUND	JUND	ENSG00000130522
M08935	JUND_07	JUND	JUND	ENSG00000130522
M08936	JUNFOSB_01	C-JUN:FOSB	FOSB;JUN	ENSG00000125740;ENSG00000177606
M08937	JUNFOSB_02	C-JUN:FOSB	FOSB;JUN	ENSG00000125740;ENSG00000177606
M08938	JUNFRA1_01	C-JUN:FRA-1	FOSL1;JUN	ENSG00000175592;ENSG00000177606
M08939	JUNFRA1_02	C-JUN:FRA-1	FOSL1;JUN	ENSG00000175592;ENSG00000177606
M08940	JUNFRA2_01	C-JUN:FRA-2	FOSL2;JUN	ENSG00000075426;ENSG00000177606
M08941	JUNFRA2_02	C-JUN:FRA-2	FOSL2;JUN	ENSG00000075426;ENSG00000177606
M08942	FOSJUN_02	C-FOS:C-JUN	FOS;JUN	ENSG00000170345;ENSG00000177606
M08943	FOSJUN_03	C-FOS:C-JUN	FOS;JUN	ENSG00000170345;ENSG00000177606
M08944	JUNBJUN_01	JUNB:C-JUN	JUN;JUNB	ENSG00000177606;ENSG00000171223
M08945	JUNBJUN_02	JUNB:C-JUN	JUN;JUNB	ENSG00000177606;ENSG00000171223
M08946	FOS_08	C-FOS	FOS	ENSG00000170345
M08947	FOS_09	C-FOS	FOS	ENSG00000170345
M08948	LEF1_07	LEF-1	LEF1	ENSG00000138795
M08949	LHX6_08	LHX6	LHX6	ENSG00000106852
M08950	MAX_14	MAX	MAX	ENSG00000125952
M08951	MYF6_06	MYF-6	MYF6	ENSG00000111046
M08952	NFKB1_04	NF-KAPPAB1	NFKB1	ENSG00000109320
M08953	FXR_01	FXR	NR1H4	ENSG00000012504
M08954	FXRRXRA_01	FXR:RXR-ALPHA	NR1H4;RXRA	ENSG00000012504;ENSG00000186350
M08955	FXRRXRA_02	FXR:RXR-ALPHA	NR1H4;RXRA	ENSG00000012504;ENSG00000186350
M08956	NR4A2_05	NURR1	NR4A2	ENSG00000153234
M08957	NR4A2RXRA_01	NURR1:RXR-ALPHA	NR4A2;RXRA	ENSG00000153234;ENSG00000186350
M08958	POU5F1_08	OCT3	POU5F1	ENSG00000204531
M08959	PAX7_04	PAX-7	PAX7	ENSG00000009709
M08960	PPARARXRA_01	PPARALPHA:RXR-ALPHA	PPARA;RXRA	ENSG00000186951;ENSG00000186350
M08961	PPARG_06	PPARGAMMA	PPARG	ENSG00000132170
M08962	PPARGRXRA_02	PPARGAMMA:RXR-ALPHA	PPARG;RXRA	ENSG00000132170;ENSG00000186350
M08963	NR1B1_01	NR1B1	RARA	ENSG00000131759
M08964	NR1B1RXRA_01	NR1B1:RXR-ALPHA	RARA;RXRA	ENSG00000131759;ENSG00000186350
M08965	NR1B1RXRG_01	NR1B1:RXR-GAMMA	RARA;RXRG	ENSG00000131759;ENSG00000143171
M08966	RORB_03	RORBETA	RORB	ENSG00000198963
M08967	RORC_01	RORGAMMA	RORC	ENSG00000143365
M08968	RXRA_12	RXR-ALPHA	RXRA	ENSG00000186350
M08969	RXRG_03	RXR-GAMMA	RXRG	ENSG00000143171
M08970	SOX10_07	SOX-10	SOX10	ENSG00000100146
M08971	SOX15_01	SOX-20	SOX15	ENSG00000129194
M08972	SOX17_10	SOX-17	SOX17	ENSG00000164736
M08973	SOX2_07	SOX-2	SOX2	ENSG00000181449
M08974	SOX5_08	SOX-5	SOX5	ENSG00000134532
M08975	SOX6_03	SOX-6	SOX6	ENSG00000110693
M08976	SRY_12	SRY	SRY	ENSG00000184895
M08977	TCF1_08	TCF-1	HNF1A	ENSG00000135100
M08978	TFEA_02	TFEA	TFE3	ENSG00000068323
M08979	VDR_02	VDR	VDR	ENSG00000111424
M08980	VDRRXRA_01	VDR:RXR-ALPHA	RXRA;VDR	ENSG00000186350;ENSG00000111424
M08981	VSX1_05	VSX1	VSX1	ENSG00000100987
M08982	YY1_13	YY1	YY1	ENSG00000100811
M08983	ZFP1_04	ZFP1	ZFP1	ENSG00000184517
M08984	ZFP1_05	ZFP1	ZFP1	ENSG00000184517
M08985	ZFP14_04	ZFP14	ZFP14;ZNF14	ENSG00000142065;ENSG00000105708
M08986	ZNF545_03	ZNF545	ZFP82	ENSG00000181007
M08987	ZKSCAN1_04	ZKSCAN1	ZKSCAN1	ENSG00000106261
M08988	ZNF135_05	ZNF135	ZNF135	ENSG00000176293
M08989	ZFP_05	ZFP	ZKSCAN7;ZNF763	ENSG00000196345;ENSG00000197054
M08990	ZNF282_03	ZNF282	ZNF282	ENSG00000170265
M08991	ZNF415_04	ZNF415	ZNF415	ENSG00000170954
M08992	ZNF682_03	ZNF682	ZNF682	ENSG00000197124
M08993	ZNF777_02	ZNF777	ZNF777	ENSG00000196453
M08994	ZSCAN4_07	ZSCAN4	ZSCAN4	ENSG00000180532
M08995	CTCF_16	CTCF	CTCF	ENSG00000102974
M08996	EGR1_18	EGR-1	EGR1	ENSG00000120738
M08997	GATA3_12	GATA-3	GATA3	ENSG00000107485
M08998	GR_02	GR	NR3C1	ENSG00000113580
M08999	NFKB1_05	NF-KAPPAB1	NFKB1	ENSG00000109320
M09000	PPARGRXRA_03	PPARGAMMA:RXR-ALPHA	PPARG;RXRA	ENSG00000132170;ENSG00000186350
M09001	RARG_04	RAR-GAMMA	RARG	ENSG00000172819
M09002	RFX2_06	RFX2	RFX2	ENSG00000087903
M09003	RXRA_13	RXR-ALPHA	RXRA	ENSG00000186350
M09004	SMAD4_05	SMAD4	SMAD4	ENSG00000141646
M09005	SP4_06	SP4	SP4	ENSG00000105866
M09006	TFEA_03	TFEA	TFE3	ENSG00000068323
M09007	ZEB_01	ZEB	ZEB1	ENSG00000148516
M09589	AR_14	AR	AR	ENSG00000169083
M09590	TFAP2A_11	AP-2alpha	TFAP2A	ENSG00000137203
M09591	TFAP2C_05	AP-2gamma	TFAP2C	ENSG00000087510
M09592	ATF1_06	ATF-1	ATF1	ENSG00000123268
M09593	BACH1_03	Bach1	BACH1	ENSG00000156273
M09594	BATF_05	B-ATF	BATF	ENSG00000156127
M09595	BCL11A_04	BCL-11A	BCL11A	ENSG00000119866
M09596	CEBPA_05	C/EBPalpha	CEBPA	ENSG00000245848
M09597	CEBPB_09	C/EBPbeta	CEBPB	ENSG00000172216
M09598	EBF1_07	COE1	EBF1	ENSG00000164330
M09599	COUPTF2_01	COUP-TF2	NR2F2	ENSG00000185551
M09600	CREB1_03	CREB1	CREB1	ENSG00000118260
M09601	CTCFL_04	CTCFL	CTCFL	ENSG00000124092
M09602	CTCF_17	ctcf	CTCF	ENSG00000102974
M09603	EGR1_19	Egr-1	EGR1	ENSG00000120738
M09604	EHF_10	ehf	EHF	ENSG00000135373
M09605	ELF1_08	Elf-1	ELF1	ENSG00000120690
M09606	ELF2_05	nerf	ELF2	ENSG00000109381
M09607	ELK4_04	SAP-1	ELK4	ENSG00000158711
M09608	ERG_07	Erg	ERG	ENSG00000157554
M09609	ESR1_06	ER-alpha	ESR1	ENSG00000091831
M09610	ESR2_03	ER-beta	ESR2	ENSG00000140009
M09611	ER81_03	ER81	ETV1	ENSG00000006468
M09612	EVX2_05	EVX2	EVX2	ENSG00000174279
M09613	FLI1_07	Fli-1	FLI1	ENSG00000151702
M09614	FOSB_01	FOSB	FOSB	ENSG00000125740
M09615	FOSL1_03	Fra-1	FOSL1	ENSG00000175592
M09616	FRA2_03	Fra-2	FOSL2	ENSG00000075426
M09617	FOS_10	c-Fos	FOS	ENSG00000170345
M09618	FOXA1_08	HNF-3alpha	FOXA1	ENSG00000129514
M09619	FOXA2_07	HNF-3beta	FOXA2	ENSG00000125798
M09620	FOXH1_02	FoxH1	FOXH1	ENSG00000160973
M09621	GATA1_13	GATA-1	GATA1	ENSG00000102145
M09622	GATA2_10	GATA-2	GATA2	ENSG00000179348
M09623	GATA3_13	GATA-3	GATA3	ENSG00000107485
M09624	GATA6_08	GATA-6	GATA6	ENSG00000141448
M09625	NR3C1_10	GR	NR3C1	ENSG00000113580
M09626	HNF4A_12	HNF-4alpha	HNF4A	ENSG00000101076
M09627	HNF4G_05	HNF-4gamma	HNF4G	ENSG00000164749
M09628	TCF12_08	HTF4	TCF12	ENSG00000140262
M09629	IRF1_06	IRF-1	IRF1	ENSG00000125347
M09630	IRF4_09	IRF-4	IRF4	ENSG00000137265
M09631	JUNB_04	JunB	JUNB	ENSG00000171223
M09632	ZBTB33_06	Kaiso	ZBTB33	ENSG00000177485
M09633	MAFF_06	MafF	MAFF	ENSG00000185022
M09634	MAFG_02	MafG	MAFG	ENSG00000197063
M09635	MAFK_09	MafK	MAFK	ENSG00000198517
M09636	MAZ_02	MAZ	MAZ	ENSG00000103495
M09637	MEF2A_07	Mef-2a	MEF2A	ENSG00000068305
M09638	MEF2C_06	MEF-2C	MEF2C	ENSG00000081189
M09639	NANOG_09	nanog	NANOG	ENSG00000111704
M09640	NF1C_01	NF-1C	NFIC	ENSG00000141905
M09641	NRF1_07	NRF-1	NRF1	ENSG00000106459
M09642	TP53_04	p53	TP53	ENSG00000141510
M09643	P63_02	p63	TP63	ENSG00000073282
M09644	P73_01	p73	TP73	ENSG00000078900
M09645	PAX5_12	Pax-5	PAX5	ENSG00000196092
M09646	POU5F1_09	Oct3	POU5F1	ENSG00000204531
M09647	PPARG_07	PPARgamma	PPARG	ENSG00000132170
M09648	PRDM14_02	PRDM14	PRDM14	ENSG00000147596
M09649	PRDM1_06	Blimp-1	PRDM1	ENSG00000057657
M09650	REST_15	REST	REST	ENSG00000084093
M09651	RFX2_07	rfx2	RFX2	ENSG00000087903
M09652	RFX5_07	rfx5	RFX5	ENSG00000143390
M09653	AML1_02	AML1	RUNX1	ENSG00000159216
M09654	AML2_02	AML2	RUNX3	ENSG00000020633
M09655	RXRA_14	RXR-alpha	RXRA	ENSG00000186350
M09656	SMAD2_01	Smad2	SMAD2	ENSG00000175387
M09657	SMAD4_06	Smad4	SMAD4	ENSG00000141646
M09658	SP2_08	Sp2	SP2	ENSG00000167182
M09659	SPI1_11	PU.1	SPI1	ENSG00000066336
M09660	SRF_12	SRF	SRF	ENSG00000112658
M09661	STAT5A_05	STAT5A	STAT5A	ENSG00000126561
M09662	STAT5B_02	STAT5B	STAT5B	ENSG00000173757
M09663	STAT1_10	STAT1	STAT1	ENSG00000115415
M09664	STAT3_11	STAT3	STAT3	ENSG00000168610
M09665	RBPJK_02	RBPJK	RBPJ	ENSG00000168214
M09666	TAL1_04	Tal-1	TAL1	ENSG00000162367
M09667	TEF3_01	TEF-3	TEAD4	ENSG00000197905
M09668	RELA_06	RelA-p65	RELA	ENSG00000173039
M09669	TCF4_06	TCF-4	TCF4	ENSG00000196628
M09670	USF2_04	USF2	USF2	ENSG00000105698
M09671	VDR_03	VDR	VDR	ENSG00000111424
M09672	ZEB1_05	ZEB1	ZEB1	ENSG00000148516
M09673	ZKSCAN1_05	ZKSCAN1	ZKSCAN1	ENSG00000106261
M09674	ATOH1_04	MATH1	ATOH1	ENSG00000172238
M09675	BCL6_04	BCL-6	BCL6	ENSG00000113916
M09676	CDX4_01	Cdx-4	CDX4	ENSG00000131264
M09677	CEBPA_06	C/EBPalpha	CEBPA	ENSG00000245848
M09678	CEBPB_10	C/EBPbeta	CEBPB	ENSG00000172216
M09679	EBF1_08	COE1	EBF1	ENSG00000164330
M09680	CRX_06	Crx	CRX	ENSG00000105392
M09681	CTCF_18	ctcf	CTCF	ENSG00000102974
M09682	E2F4_10	E2F-4	E2F4	ENSG00000205250
M09683	EVX1_04	Evx1	EVX1	ENSG00000106038
M09684	EVX2_06	Evx2	EVX2	ENSG00000174279
M09685	FLI1_08	Fli-1	FLI1	ENSG00000151702
M09686	FOSL1_04	Fra-1	FOSL1	ENSG00000175592
M09687	HNF3B_03	HNF-3beta	FOXA2	ENSG00000125798
M09688	GATA1_14	GATA-1	GATA1	ENSG00000102145
M09689	GATA2_11	GATA-2	GATA2	ENSG00000179348
M09690	GFI1B_03	gfi1b	GFI1B	ENSG00000165702
M09691	TCF12_09	HTF4	TCF12	ENSG00000140262
M09692	GKLF_03	GKLF	KLF4	ENSG00000136826
M09693	MAFK_10	MafK	MAFK	ENSG00000198517
M09694	MAX_15	Max	MAX	ENSG00000125952
M09695	MXI1_03	Mxi1	MXI1	ENSG00000119950
M09696	MYB_08	c-Myb	MYB	ENSG00000118513
M09697	CMYC_03	c-Myc	MYC	ENSG00000136997
M09698	MYOD1_03	MyoD	MYOD1	ENSG00000129152
M09699	MYOGENIN_01	myogenin	MYOG	ENSG00000122180
M09700	NANOG_10	nanog	NANOG	ENSG00000111704
M09701	NEUROD_03	NeuroD	NEUROD1	ENSG00000162992
M09702	LRH1_01	LRH-1	NR5A2	ENSG00000116833
M09703	OLIG2_02	OLIG2	OLIG2	ENSG00000205927
M09704	PPARG_08	PPARgamma	PPARG	ENSG00000132170
M09705	REST_16	REST	REST	ENSG00000084093
M09706	RFX1_05	rfx1	RFX1	ENSG00000132005
M09707	RXRA_15	RXR-alpha	RXRA	ENSG00000186350
M09708	RXRG_04	RXR-gamma	RXRG	ENSG00000143171
M09709	SOX3_06	Sox-3	SOX3	ENSG00000134595
M09710	SPI1_12	PU.1	SPI1	ENSG00000066336
M09711	STAT5A_06	STAT5A	STAT5A	ENSG00000126561
M09712	STAT5B_03	STAT5B	STAT5B	ENSG00000173757
M09713	STAT1_11	STAT1	STAT1	ENSG00000115415
M09714	STAT3_12	STAT3	STAT3	ENSG00000168610
M09715	STAT4_03	STAT4	STAT4	ENSG00000138378
M09716	STAT6_04	STAT6	STAT6	ENSG00000166888
M09717	TAL1_05	Tal-1	TAL1	ENSG00000162367
M09718	TBX20_06	Tbx20	TBX20	ENSG00000164532
M09719	LBP9_02	LBP9	TFCP2L1	ENSG00000115112
M09720	RELA_07	RelA-p65	RELA	ENSG00000173039
M09721	E47_06	E2A	TCF3	ENSG00000071564
M09722	USF2_05	USF2	USF2	ENSG00000105698
M09723	BTEB1_02	BTEB1	KLF9	ENSG00000119138
M09724	DATF1_01	DATF1	DIDO1	ENSG00000101191
M09725	DREF_02	DREF	ZBED1	ENSG00000214717
M09726	GATAD2A_01	GATAD2A	GATAD2A	ENSG00000167491
M09727	GEMIN3_01	GEMIN3	DDX20	ENSG00000064703
M09729	LUMAN_02	LUMAN	CREB3	ENSG00000107175
M09732	RFX3_09	RFX3	RFX3	ENSG00000080298
M09733	STAT2_01	STAT2	STAT2	ENSG00000170581
M09734	ZNF692_02	ZNF692	ZNF692	ENSG00000171163
M09736	PBX2_01	PBX2	PBX2	ENSG00000204304
M09737	ZNF644_01	ZNF644	ZNF644	ENSG00000122482
M09738	ZNF511_01	ZNF511	ZNF511	ENSG00000198546
M09739	ZGPAT_01	ZGPAT	ZGPAT	ENSG00000197114
M09744	CTCF_19	CTCF	CTCF	ENSG00000102974
M09745	HELIOS_02	HELIOS	IKZF2	ENSG00000030419
M09746	HNRPUL1_01	HNRPUL1	HNRNPUL1	ENSG00000105323
M09748	RAD21_11	RAD21	RAD21	ENSG00000164754
M09755	ZNF295_01	ZNF295	ZBTB21	ENSG00000173276
M09757	ZNF316_03	ZNF316	ZNF316	ENSG00000205903
M09760	DPF2_01	DPF2	DPF2	ENSG00000133884
M09761	EGR1_20	EGR1	EGR1	ENSG00000120738
M09762	NF1B_01	NF1B	NFIB	ENSG00000147862
M09763	NF1C_02	NF1C	NFIC	ENSG00000141905
M09764	ROX_02	ROX	MNT	ENSG00000070444
M09765	SP1_10	SP1	SP1	ENSG00000185591
M09766	ZNF592_02	ZNF592	ZNF592	ENSG00000166716
M09767	ASCL1_01	ASCL1	ASCL1	ENSG00000139352
M09768	BACH2_03	BACH2	BACH2	ENSG00000112182
M09769	CTCFL_05	CTCFL	CTCFL	ENSG00000124092
M09770	FOXK2_02	FOXK2	FOXK2	ENSG00000141568
M09771	GATA6_09	GATA6	GATA6	ENSG00000141448
M09772	GRHL2_01	GRHL2	GRHL2	ENSG00000083307
M09773	HIF1A_02	HIF1A	HIF1A	ENSG00000100644
M09774	KLF9_01	KLF9	KLF9	ENSG00000119138
M09775	MXI1_04	MXI1	MXI1	ENSG00000119950
M09776	NEUROD1_01	NEUROD1	NEUROD1	ENSG00000162992
M09777	NR1H4_02	NR1H4	NR1H4	ENSG00000012504
M09778	NR2F2_05	NR2F2	NR2F2	ENSG00000185551
M09779	NR4A1_01	NR4A1	NR4A1	ENSG00000123358
M09780	PBX2_02	PBX2	PBX2	ENSG00000204304
M09781	PBX3_05	PBX3	PBX3	ENSG00000167081
M09782	POU5F1_10	POU5F1	POU5F1	ENSG00000204531
M09783	RBPJ_02	RBPJ	RBPJ	ENSG00000168214
M09784	RELB_01	RELB	RELB	ENSG00000104856
M09785	SIX1_03	SIX1	SIX1	ENSG00000126778
M09786	SIX2_03	SIX2	SIX2	ENSG00000170577
M09787	SOX13_05	SOX13	SOX13	ENSG00000143842
M09788	TEAD2_01	TEAD2	TEAD2	ENSG00000074219
M09789	TFDP1_02	TFDP1	TFDP1	ENSG00000198176
M09790	TWIST1_01	TWIST1	TWIST1	ENSG00000122691
M09791	ZNF24_01	ZNF24	ZNF24	ENSG00000172466
M09792	ZNF384_02	ZNF384	ZNF384	ENSG00000126746
M09804	CREB1_04	CREB1	CREB1	ENSG00000118260
M09805	FOXK1_10	FOXK1	FOXK1	ENSG00000164916
M09806	FOXP1_04	FOXP1	FOXP1	ENSG00000114861
M09807	GATA2_12	GATA2	GATA2	ENSG00000179348
M09808	KLF4_03	KLF4	KLF4	ENSG00000136826
M09809	MAFF_07	MAFF	MAFF	ENSG00000185022
M09810	MAFK_11	MAFK	MAFK	ENSG00000198517
