Accession	ID	Name	TFs	EnsemblID
M01223	P50P50_Q3	P50:P50	NFKB1	ENSG00000109320
M01224	P50RELAP65_Q5_01	P50:RELA-P65	NFKB1;RELA	ENSG00000109320;ENSG00000173039
M01227	MAFB_01	MafB	MAFB	ENSG00000204103
M01228	CMAF_02	C-MAF	MAF	ENSG00000178573
M01229	GTF2IRD1_01	GTF2IRD1-isoform2	GTF2IRD1	ENSG00000006704
M01230	ZNF333_01	ZNF333	ZNF333	ENSG00000160961
M01231	ZNF515_01	ZNF515	GLIS3	ENSG00000107249
M01232	SATB1_01	(SATB1)2	SATB1	ENSG00000182568
M01233	IPF1_01	ipf1	PDX1	ENSG00000139515
M01234	IPF1_02	ipf1	PDX1	ENSG00000139515
M01235	IPF1_03	ipf1	PDX1	ENSG00000139515
M01236	IPF1_04	ipf1	PDX1	ENSG00000139515
M01237	TRF1_01	TRF1	TERF1	ENSG00000147601
M01239	RELBP52_01	RelB:p52 (NF-kappaB)	NFKB1;NFKB2;RELA;RELB	ENSG00000109320;ENSG00000077150;ENSG00000173039;ENSG00000104856
M01240	BEN_01	BEN	GTF2IRD1	ENSG00000006704
M01241	BEN_02	BEN	GTF2IRD1	ENSG00000006704
M01242	MTF1_01	MTF-1	MTF1	ENSG00000188786
M01243	MTF1_02	MTF-1	MTF1	ENSG00000188786
M01244	HSF2_02	HSF2	HSF2	ENSG00000025156
M01245	MTERF_01	mTERF	MTERF1	ENSG00000127989
M01247	NANOG_02	Nanog	NANOG	ENSG00000111704
M01248	DAX1_01	DAX1	NR0B1	ENSG00000169297
M01249	HIF2A_01	HIF2alpha	EPAS1	ENSG00000116016
M01250	E2F1_01	E2F-1	E2F1	ENSG00000101412
M01251	E2F1_02	E2F-1	E2F1	ENSG00000101412
M01252	E2F6_01	E2F-6	E2F6	ENSG00000169016
M01253	CNOT3_01	CNOT3	CNOT3	ENSG00000088038
M01255	IPF1_05	ipf1	PDX1	ENSG00000139515
M01256	REST_01	REST	REST	ENSG00000084093
M01257	SRF_02	SRF	SRF	ENSG00000112658
M01258	GADP_01	GABP	GABPA;GABPB1;GABPB2	ENSG00000154727;ENSG00000104064;ENSG00000143458
M01259	CTCF_02	CTCF	CTCF	ENSG00000102974
M01260	STAT1_05	STAT1	STAT1	ENSG00000115415
M01261	HNF3A_01	HNF3A	FOXA1	ENSG00000129514
M01262	TBX18_01	TBX18	TBX18	ENSG00000112837
M01263	TBX15_01	TBX15	TBX15	ENSG00000092607
M01264	TBX15_02	TBX15	TBX15	ENSG00000092607
M01266	ELF1_Q5	Elf-1	ELF1	ENSG00000120690
M01267	FRA1_Q5	Fra-1	FOSL1	ENSG00000175592
M01268	FXR_Q2	FXR	NR1H4;RXRA	ENSG00000012504;ENSG00000186350
M01269	NURR1_Q3	NURR1	NR4A2	ENSG00000153234
M01270	PPARG_Q6	PPARgamma	PPARG	ENSG00000132170
M01272	SOX2_Q6	Sox-2	SOX2	ENSG00000181449
M01273	SP4_Q5	SP4	SP4	ENSG00000105866
M01275	IPF1_Q6	ipf1	PDX1	ENSG00000139515
M01279	IRF3_Q3	IRF-3	IRF3	ENSG00000126456
M01281	NFAT1_Q6	NFATc2	NFATC2	ENSG00000101096
M01282	PPARA_Q6	PPARA	PPARA	ENSG00000186951
M01284	SOX9_Q4	Sox-9	SOX9	ENSG00000125398
M01287	NEUROD_01	NeuroD-2	NEUROD1;NEUROD2	ENSG00000162992;ENSG00000171532
M01288	NEUROD_02	NeuroD	NEUROD1	ENSG00000162992
M01292	HOXA13_01	HOXA13	HOXA13	ENSG00000106031
M01294	PROP1_01	(Prop-1)2	PROP1	ENSG00000175325
M01295	ATF5_01	ATF5	ATF5	ENSG00000169136
M01297	HOXA13_02	HOXA13	HOXA13	ENSG00000106031
M01298	MECP2_01	MECP2	MECP2	ENSG00000169057
M01299	MECP2_02	MECP2	MECP2	ENSG00000169057
M01300	HMGA2_01	HMGI-C	HMGA2	ENSG00000149948
M01301	MEF2A_05	MEF-2A	MEF2A	ENSG00000068305
M01303	SP1_02	SP1	SP1	ENSG00000185591
M01304	SRF_03	SRF	SRF	ENSG00000112658
M01305	TEF_01	TEF	TEAD1;TEF	ENSG00000187079;ENSG00000167074
M01306	ZABC1_01	ZABC1	ZNF217	ENSG00000171940
M01307	POU5F1_01	Oct3	POU5F1	ENSG00000204531
M01308	SOX4_01	Sox-4	SOX4	ENSG00000124766
M01312	NKX21_01	TFF-1	NKX2-1;TTF1	ENSG00000136352;ENSG00000125482
M01313	SIX1_01	Six-1	SIX1	ENSG00000126778
M01314	LHX61_01	lhx6.1	LHX6	ENSG00000106852
M01315	NKX52_01	Nkx5-2	HMX2	ENSG00000188816
M01316	TST1_02	Oct-6	POU3F1	ENSG00000185668
M01317	HOXC13_01	HOXC13	HOXC13	ENSG00000123364
M01318	IRX3_01	Irx-3	IRX3	ENSG00000177508
M01319	HOXB5_01	HoxB5	HOXB5	ENSG00000120075
M01320	PROP1_02	Prop-1	PROP1	ENSG00000175325
M01321	HOXC8_01	HOXC-8	HOXC8	ENSG00000037965
M01322	NKX26_01	Nkx2-6	NKX2-6	ENSG00000180053
M01323	OTP_01	OTP	OTP	ENSG00000171540
M01324	OCTAMER_01	BRN1	POU3F3	ENSG00000198914
M01325	LHX2_01	LHX2	LHX2	ENSG00000106689
M01326	GSH2_01	GSH2	GSX2	ENSG00000180613
M01327	VAX2_01	Vax-2	VAX2	ENSG00000116035
M01328	ISL2_01	Isl2	ISL2	ENSG00000159556
M01329	HOXC11_01	HOXC11	HOXC11	ENSG00000123388
M01330	HOXB3_01	HOXB3	HOXB3	ENSG00000120093
M01331	ISX_01	isx	ISX	ENSG00000175329
M01332	BARHL1_01	Barhl-1	BARHL1	ENSG00000125492
M01333	HDX_01	Hdx	HDX	ENSG00000165259
M01334	NKX11_01	Nkx1-1	NKX1-1	ENSG00000235608
M01335	VSX1_01	Vsx1	VSX1	ENSG00000100987
M01336	HOXA7_02	HOXA7	HOXA7	ENSG00000122592
M01337	HOXA3_02	HOXA3	HOXA3	ENSG00000105997
M01338	HOXD3_01	HOXD3	HOXD3	ENSG00000128652
M01339	PAX7_01	Pax-7	PAX7	ENSG00000009709
M01340	BARX1_01	Barx1	BARX1	ENSG00000131668
M01342	CDP_03	CDP	CUX1;CUX2	ENSG00000257923;ENSG00000111249
M01343	PITX3_01	Pitx3	PITX3	ENSG00000107859
M01344	CDP_04	CDP	CUX1;CUX2	ENSG00000257923;ENSG00000111249
M01345	SIX6_01	Six-6	SIX6	ENSG00000184302
M01346	TGIF_02	TGIF	TGIF1	ENSG00000177426
M01348	K2B_01	K-2b	PRRX1	ENSG00000116132
M01349	HB9_01	HB9	MNX1	ENSG00000130675
M01350	NKX24_01	Nkx2-4	NKX2-4	ENSG00000125816
M01351	HOXA9_01	hoxa9	HOXA9	ENSG00000078399
M01352	NKX29_01	Nkx2-9	NKX2-8	ENSG00000136327
M01353	LHX5_01	Lhx5	LHX5	ENSG00000089116
M01354	OCT1_08	Oct-1	POU2F1	ENSG00000143190
M01355	ALX3_01	Alx3	ALX3	ENSG00000156150
M01356	PMX2B_01	PMX2B	PHOX2B	ENSG00000109132
M01357	PBX1_04	Pbx1	PBX1	ENSG00000185630
M01358	SIX3_01	Six-3	SIX3	ENSG00000138083
M01360	DBX2_01	Dbx2	DBX2	ENSG00000185610
M01361	HOXC10_01	HOXC10	HOXC10	ENSG00000180818
M01362	CART1_02	CART1	ALX1	ENSG00000180318
M01363	LMX1B_01	lmx1b	LMX1B	ENSG00000136944
M01365	EN1_02	En-1	EN1	ENSG00000163064
M01366	OTX1_01	Otx1	OTX1	ENSG00000115507
M01367	LHX9_01	Lhx9	LHX9	ENSG00000143355
M01368	OCT2_01	Oct-2	POU2F2	ENSG00000028277
M01369	HOXC4_01	HOXC4	HOXC4	ENSG00000198353
M01370	HOXA4_01	HOXA4	HOXA4	ENSG00000197576
M01371	GBX1_01	Gbx1	GBX1	ENSG00000164900
M01372	NKX22_02	NKX2B	NKX2-2	ENSG00000125820
M01373	CDX1_01	Cdx-1	CDX1	ENSG00000113722
M01374	SIX4_01	six-4	SIX4	ENSG00000100625
M01375	HOXD10_01	HOXD10	HOXD10	ENSG00000128710
M01376	S8_02	S8	PRRX2;PSMC5	ENSG00000167157;ENSG00000087191
M01377	IRXB3_01	Irx6	IRX6	ENSG00000159387
M01378	HOXA11_01	HOXA11	HOXA11	ENSG00000005073
M01379	HNF1_02	HNF-1alpha	HNF1A	ENSG00000135100
M01380	HOXD12_01	HOXD12	HOXD12	ENSG00000170178
M01382	GBX2_01	Gbx2	GBX2	ENSG00000168505
M01383	NKX3A_02	Nkx3A	NKX3-1	ENSG00000167034
M01385	PAX4_05	Pax-4	PAX4	ENSG00000106331
M01386	EVX2_01	Evx2	EVX2	ENSG00000174279
M01387	OTX2_01	Otx2	OTX2	ENSG00000165588
M01388	DLX5_01	Dlx-5	DLX5	ENSG00000105880
M01389	RAX_01	rax	RAX	ENSG00000134438
M01391	PAX6_02	pax-6	PAX6	ENSG00000007372
M01392	HOXA6_01	HOXA6	HOXA6	ENSG00000106006
M01393	MSX2_01	Msx-2	MSX2	ENSG00000120149
M01394	HOXA7_03	HOXA7	HOXA7	ENSG00000122592
M01395	MRG2_01	MRG2	MEIS3	ENSG00000105419
M01396	HOXB7_01	HOXB7	HOXB7	ENSG00000260027
M01397	VAX1_01	Vax-1	VAX1	ENSG00000148704
M01398	SIX6_02	Six-6	SIX6	ENSG00000184302
M01399	HB24_01	Hlx	HLX	ENSG00000136630
M01400	DLX3_01	Dlx-3	DLX3	ENSG00000064195
M01401	LBX2_01	Lbx2	LBX2	ENSG00000179528
M01402	HOXA2_01	HoxA2	HOXA2	ENSG00000105996
M01403	OTX3_01	Otx3	CRX	ENSG00000105392
M01404	HOXD13_01	HOXD13	HOXD13	ENSG00000128714
M01405	IRX2_01	Irx2	IRX2	ENSG00000170561
M01406	HOXC6_01	HOXC6	HOXC6	ENSG00000197757
M01407	TGIF2_01	TGIF2	TGIF2	ENSG00000118707
M01408	BRN3C_01	Brn-3c	POU4F3	ENSG00000091010
M01409	LMX1_01	Lmx-1	LMX1A	ENSG00000162761
M01410	IRX4_01	IRX4	IRX4	ENSG00000113430
M01411	PKNOX2_01	PKNOX2	PKNOX2	ENSG00000165495
M01412	MSX1_02	Msx-1	MSX1	ENSG00000163132
M01413	HMX3_02	Nkx5-1	HMX3	ENSG00000188620
M01414	NKX25_03	NKX25	NKX2-5	ENSG00000183072
M01415	SHOX2_01	Shox2	SHOX2	ENSG00000168779
M01416	HOXC9_01	HOXC9	HOXC9	ENSG00000180806
M01417	ALX4_02	Alx-4	ALX4	ENSG00000052850
M01418	LIM1_01	Lim-1	LHX1	ENSG00000273706
M01419	MEIS1_02	Meis1	MEIS1	ENSG00000143995
M01420	NCX_02	Ncx	TLX2	ENSG00000115297
M01421	LHX4_01	Lhx4	LHX4	ENSG00000121454
M01422	LHX61_02	lhx6.1	LHX6	ENSG00000106852
M01423	ARX_01	Arx	ARX	ENSG00000004848
M01424	HOXB4_01	HOXB4	HOXB4	ENSG00000182742
M01425	HNF1B_01	HNF-1beta	HNF1B	ENSG00000275410
M01426	HOXB9_01	HOXB9	HOXB9	ENSG00000170689
M01427	NKX12_01	Nkx1-2	NKX1-2	ENSG00000229544
M01428	GSC_01	Gsc	GSC	ENSG00000133937
M01429	HOMEZ_01	Homez	HOMEZ	ENSG00000215271
M01430	HOXA13_03	HOXA13	HOXA13	ENSG00000106031
M01431	BARX2_01	Barx-2	BARX2	ENSG00000043039
M01432	HOXD8_01	HOXD8	HOXD8	ENSG00000175879
M01433	SIX2_01	Six-2	SIX2	ENSG00000170577
M01434	HOXD11_01	HOXD11	HOXD11	ENSG00000128713
M01436	CRX_02	Crx	CRX	ENSG00000105392
M01437	HOXC12_01	HOXC12	HOXC12	ENSG00000123407
M01438	IPF1_06	ipf1	PDX1	ENSG00000139515
M01439	DLX1_01	Dlx-1	DLX1	ENSG00000144355
M01440	LHX8_01	Lhx8	LHX8	ENSG00000162624
M01441	OG2_02	OG-2	NOBOX	ENSG00000106410
M01442	BSX_01	Bsx	BSX	ENSG00000188909
M01443	MOX1_01	Mox1	MEOX1	ENSG00000005102
M01444	PMX2A_01	PMX2A	PHOX2A	ENSG00000165462
M01446	BARHL2_01	Barhl2	BARHL2	ENSG00000143032
M01447	PITX2_01	PITX2	PITX2	ENSG00000164093
